a	a˧˧
ông kia bà nọ	oŋ͡m˧˧kiə˧˧ba˧˨nɔ˨ˀ˩ʔ
ông kẹ	oŋ͡m˧˧kɛ˨ˀ˩ʔ
ông lão	oŋ͡m˧˧law˧ˀ˥
ông lớn	oŋ͡m˧˧lɤn˨˦
ông mãnh	oŋ͡m˧˧mɛŋ˧ˀ˥
ông ngoại	oŋ͡m˧˧ŋwaj˨ˀ˩ʔ
ông ngâu bà ngâu	oŋ͡m˧˧ŋɤ̆w˧˧ba˧˨ŋɤ̆w˧˧
ông nhạc	oŋ͡m˧˧ɲak˨ˀ˩
ông nhạc bà nhạc	oŋ͡m˧˧ɲak˨ˀ˩ba˧˨ɲak˨ˀ˩
ông nói gà bà nói vịt	oŋ͡m˧˧nɔj˨˦ɣa˧˨ba˧˨nɔj˨˦vit˨ˀ˩
ông nói gà, bà nói vịt	oŋ͡m˧˧nɔj˨˦ɣa˧˨ba˧˨nɔj˨˦vit˨ˀ˩
ông nọ bà kia	oŋ͡m˧˧nɔ˨ˀ˩ʔba˧˨kiə˧˧
ông nội	oŋ͡m˧˧noj˨ˀ˩ʔ
ông phải đấm bà phải đạp	oŋ͡m˧˧faj˧˩˨dɤ̆m˨˦ba˧˨faj˧˩˨dap˨ˀ˩
ông phệnh	oŋ͡m˧˧feŋ˨ˀ˩ʔ
ông sơ	oŋ͡m˧˧sɤ˧˧
ông sư có ngãi bà vãi có nghì	oŋ͡m˧˧sɯ˧˧kɔ˨˦ŋaj˧ˀ˥ba˧˨vaj˧ˀ˥kɔ˨˦ŋi˧˨
ông sư làm hư bà vãi	oŋ͡m˧˧sɯ˧˧lam˧˨hɯ˧˧ba˧˨vaj˧ˀ˥
ông thánh còn có khi lầm	oŋ͡m˧˧tʰɛŋ˨˦kɔn˧˨kɔ˨˦xi˧˧lɤ̆m˧˨
ông thân	oŋ͡m˧˧tʰɤ̆n˧˧
ông thầy ăn một, bà cốt ăn hai	oŋ͡m˧˧tʰɤ̆j˧˨ăn˧˧mot˨ˀ˩ba˧˨kot˦˥ăn˧˧haj˧˧
ông trên bờ bà quờ xuống ruộng	oŋ͡m˧˧cen˧˧bɤ˧˨ba˧˨kwɤ˧˨suəŋ˨˦zuəŋ˨ˀ˩ʔ
ông trùm	oŋ͡m˧˧cum˧˨
ông trăng	oŋ͡m˧˧căŋ˧˧
ông trẻ	oŋ͡m˧˧cɛ˧˩˨
ông trời	oŋ͡m˧˧cɤj˧˨
ông táo	oŋ͡m˧˧taw˨˦
ông tơ	oŋ͡m˧˧tɤ˧˧
ông tơ bà nguyệt	oŋ͡m˧˧tɤ˧˧ba˧˨ŋwiət˨ˀ˩
ông tơ hồng	oŋ͡m˧˧tɤ˧˧hoŋ͡m˧˨
ông tướng	oŋ͡m˧˧tɯəŋ˨˦
ông tạo	oŋ͡m˧˧taw˨ˀ˩ʔ
ông tổ	oŋ͡m˧˧to˧˩˨
ông từ	oŋ͡m˧˧tɯ˧˨
ông tự	oŋ͡m˧˧tɯ˨ˀ˩ʔ
ông vải	oŋ͡m˧˧vaj˧˩˨
ông xanh	oŋ͡m˧˧sɛŋ˧˧
ông xã	oŋ͡m˧˧sa˧ˀ˥
ông ì ông ổng	oŋ͡m˧˧i˧˨oŋ͡m˧˧oŋ͡m˧˩˨
ông ăn chả	oŋ͡m˧˧ăn˧˧ca˧˩˨
ông ăn chả bà ăn nem	oŋ͡m˧˧ăn˧˧ca˧˩˨ba˧˨ăn˧˧nɛm˧˧
ông đi chợ trưa gặp bà bán ế	oŋ͡m˧˧di˧˧cɤ˨ˀ˩ʔcɯə˧˧ɣăp˨ˀ˩ba˧˨ban˨˦e˨˦
ông đi qua bà đi lại	oŋ͡m˧˧di˧˧kwa˧˧ba˧˨di˧˧laj˨ˀ˩ʔ
ông đùng bà đà	oŋ͡m˧˧duŋ͡m˧˨ba˧˨da˧˨
ông đầu rau	oŋ͡m˧˧dɤ̆w˧˨zăw˧˧
ông địa	oŋ͡m˧˧diə˨ˀ˩ʔ
ông đồng	oŋ͡m˧˧doŋ͡m˧˨
ông đồng bà cốt	oŋ͡m˧˧doŋ͡m˧˨ba˧˨kot˦˥
ông ổng	oŋ͡m˧˧oŋ͡m˧˩˨
õng à õng ẹo	ɔŋ͡m˧ˀ˥a˧˨ɔŋ͡m˧ˀ˥eo˨ˀ˩ʔ
õng ẹo	ɔŋ͡m˧ˀ˥eo˨ˀ˩ʔ
ù	u˧˨
ù cạc	u˧˨kak˨ˀ˩
ù lì	u˧˨li˧˨
ù suông	u˧˨suəŋ˧˧
ù tai	u˧˨taj˧˧
ù té	u˧˨tɛ˨˦
ù xoẹ	u˧˨swe˨ˀ˩ʔ
ù xọe	u˧˨swe˨ˀ˩ʔ
ù ì	u˧˨i˧˨
ù ù	u˧˨u˧˨
ù ù cạc cạc	u˧˨u˧˨kak˨ˀ˩kak˨ˀ˩
ù ờ	u˧˨ɤ˧˨
ùa	uə˧˨
ùa theo	uə˧˨tʰeo˧˧
ùm	um˧˨
ùm ùm	um˧˨um˧˨
ùn	un˧˨
ùn tắc	un˧˨tăk˦˥
ùn ùn	un˧˨un˧˨
ùng	uŋ͡m˧˨
ùng oàng	uŋ͡m˧˨waŋ˧˨
ùng ục	uŋ͡m˧˨uk͡p˨ˀ˩
ú	u˨˦
ú a ú ớ	u˨˦a˧˧u˨˦ɤ˨˦
ú tim	u˨˦tim˧˧
ú òa	u˨˦wa˧˨
ú ớ	u˨˦ɤ˨˦
ú ụ	u˨˦u˨ˀ˩ʔ
ú ứ	u˨˦ɯ˨˦
úa	uə˨˦
úa vàng	uə˨˦vaŋ˧˨
úc	uk͡p˦˥
úc kỳ	uk͡p˦˥ki˧˨
úc sơn	uk͡p˦˥sɤn˧˧
úi	uj˨˦
úi chà	uj˨˦ca˧˨
úi dào	uj˨˦zaw˧˨
úi xùi	uj˨˦suj˧˨
úm	um˨˦
úm ba la	um˨˦ba˧˧la˧˧
úm ấp	um˨˦ɤ̆p˦˥
úng	uŋ͡m˨˦
úng lụt	uŋ͡m˨˦lut˨ˀ˩
úng ngập	uŋ͡m˨˦ŋɤ̆p˨ˀ˩
úng thuỷ	uŋ͡m˨˦tʰwi˧˩˨
úp	up˦˥
úp mở	up˦˥mɤ˧˩˨
úp súp	up˦˥sup˦˥
úp thìa	up˦˥tʰiə˧˨
úp úp mở mở	up˦˥up˦˥mɤ˧˩˨mɤ˧˩˨
út	ut˦˥
út ít	ut˦˥it˦˥
ý	i˨˦
ý chí	i˨˦ci˨˦
ý chí luận	i˨˦ci˨˦lwɤ̆n˨ˀ˩ʔ
ý chừng	i˨˦cɯŋ˧˨
ý dĩ	i˨˦zi˧ˀ˥
ý giả	i˨˦za˧˩˨
ý hướng	i˨˦hɯəŋ˨˦
ý hội	i˨˦hoj˨ˀ˩ʔ
ý hợp tâm đầu	i˨˦hɤp˨ˀ˩tɤ̆m˧˧dɤ̆w˧˨
ý kiến	i˨˦kiən˨˦
ý muốn	i˨˦muən˨˦
ý nghĩ	i˨˦ŋi˧ˀ˥
ý nghĩa	i˨˦ŋiə˧ˀ˥
ý nguyện	i˨˦ŋwiən˨ˀ˩ʔ
ý nhị	i˨˦ɲi˨ˀ˩ʔ
ý niệm	i˨˦niəm˨ˀ˩ʔ
ý thích	i˨˦tʰik˦˥
ý thức	i˨˦tʰɯk˦˥
ý thức hệ	i˨˦tʰɯk˦˥he˨ˀ˩ʔ
ý trung nhân	i˨˦cuŋ͡m˧˧ɲɤ̆n˧˧
ý tình	i˨˦tiŋ˧˨
ý tưởng	i˨˦tɯəŋ˧˩˨
ý tại ngôn ngoại	i˨˦taj˨ˀ˩ʔŋon˧˧ŋwaj˨ˀ˩ʔ
ý tứ	i˨˦tɯ˨˦
ý vận	i˨˦vɤ̆n˨ˀ˩ʔ
ý vị	i˨˦vi˨ˀ˩ʔ
ý yên	i˨˦iɛn˧˧
ý định	i˨˦diŋ˨ˀ˩ʔ
ý đồ	i˨˦do˧˨
ă	ă˧˧
ăm ắp	ăm˧˧ăp˦˥
ăm-bờ-ra-da	ăm˧˧-bɤ˧˨-za˧˧-za˧˧
ăm-pe	ăm˧˧-pɛ˧˧
ăm-pun	ăm˧˧-pun˧˧
ăn	ăn˧˧
ăn boóng	ăn˧˧bɔŋ͡m˨˦
ăn bám	ăn˧˧bam˨˦
ăn báo	ăn˧˧baw˨˦
ăn báo cô	ăn˧˧baw˨˦ko˧˧
ăn bây	ăn˧˧bɤ̆j˧˧
ăn bòn	ăn˧˧bɔn˧˨
ăn bòn ăn mót	ăn˧˧bɔn˧˨ăn˧˧mɔt˦˥
ăn bóng nói gió	ăn˧˧bɔŋ͡m˨˦nɔj˨˦zɔ˨˦
ăn bùn	ăn˧˧bun˧˨
ăn bĩnh	ăn˧˧biŋ˧ˀ˥
ăn bơ làm biếng	ăn˧˧bɤ˧˧lam˧˨biəŋ˨˦
ăn bẩn	ăn˧˧bɤ̆n˧˩˨
ăn bẫm	ăn˧˧bɤ̆m˧ˀ˥
ăn bận	ăn˧˧bɤ̆n˨ˀ˩ʔ
ăn bậy	ăn˧˧bɤ̆j˨ˀ˩ʔ
ăn bậy nói càn	ăn˧˧bɤ̆j˨ˀ˩ʔnɔj˨˦kan˧˨
ăn bắc mặc kinh	ăn˧˧băk˦˥măk˨ˀ˩kiŋ˧˧
ăn bằng nói chắc	ăn˧˧băŋ˧˨nɔj˨˦căk˦˥
ăn bẻo	ăn˧˧beo˧˩˨
ăn bẻo ăn xén	ăn˧˧beo˧˩˨ăn˧˧sɛn˨˦
ăn bốc	ăn˧˧bok͡p˦˥
ăn bốc đái đứng	ăn˧˧bok͡p˦˥daj˨˦dɯŋ˨˦
ăn bớt	ăn˧˧bɤt˦˥
ăn bớt ăn xén	ăn˧˧bɤt˦˥ăn˧˧sɛn˨˦
ăn bớt ăn xớ	ăn˧˧bɤt˦˥ăn˧˧sɤ˨˦
ăn bờ ở bụi	ăn˧˧bɤ˧˨ɤ˧˩˨buj˨ˀ˩ʔ
ăn bửa	ăn˧˧bɯə˧˩˨
ăn bữa hôm lo bữa mai	ăn˧˧bɯə˧ˀ˥hom˧˧lɔ˧˧bɯə˧ˀ˥maj˧˧
ăn bữa hôm, lo bữa mai	ăn˧˧bɯə˧ˀ˥hom˧˧lɔ˧˧bɯə˧ˀ˥maj˧˧
ăn bữa nay, lo bữa mai	ăn˧˧bɯə˧ˀ˥năj˧˧lɔ˧˧bɯə˧ˀ˥maj˧˧
ăn bữa sáng lần bữa tối	ăn˧˧bɯə˧ˀ˥saŋ˨˦lɤ̆n˧˨bɯə˧ˀ˥toj˨˦
ăn bữa sáng, lần bữa tối	ăn˧˧bɯə˧ˀ˥saŋ˨˦lɤ̆n˧˨bɯə˧ˀ˥toj˨˦
ăn bữa trưa, lo bữa tối	ăn˧˧bɯə˧ˀ˥cɯə˧˧lɔ˧˧bɯə˧ˀ˥toj˨˦
ăn canh cả cặn	ăn˧˧kɛŋ˧˧ka˧˩˨kăn˨ˀ˩ʔ
ăn cay nuốt đắng	ăn˧˧kăj˧˧nuət˦˥dăŋ˨˦
ăn chay	ăn˧˧căj˧˧
ăn chay niệm phật	ăn˧˧căj˧˧niəm˨ˀ˩ʔfɤ̆t˨ˀ˩
ăn chay nằm mộng	ăn˧˧căj˧˧năm˧˨moŋ͡m˨ˀ˩ʔ
ăn chay nằm đất	ăn˧˧căj˧˧năm˧˨dɤ̆t˦˥
ăn chia	ăn˧˧ciə˧˧
ăn cho sướng miệng	ăn˧˧cɔ˧˧sɯəŋ˨˦miəŋ˨ˀ˩ʔ
ăn cho đều, kêu cho sòng	ăn˧˧cɔ˧˧dɛu˧˨kɛu˧˧cɔ˧˧sɔŋ͡m˧˨
ăn cho đều, tiêu cho sòng	ăn˧˧cɔ˧˧dɛu˧˨tiəw˧˧cɔ˧˧sɔŋ͡m˧˨
ăn chung	ăn˧˧cuŋ͡m˧˧
ăn chung mủng riêng	ăn˧˧cuŋ͡m˧˧muŋ͡m˧˩˨ziəŋ˧˧
ăn chung đổ lộn	ăn˧˧cuŋ͡m˧˧do˧˩˨lon˨ˀ˩ʔ
ăn chung ở chạ	ăn˧˧cuŋ͡m˧˧ɤ˧˩˨ca˨ˀ˩ʔ
ăn chung ở lộn	ăn˧˧cuŋ͡m˧˧ɤ˧˩˨lon˨ˀ˩ʔ
ăn chung ở đụng	ăn˧˧cuŋ͡m˧˧ɤ˧˩˨duŋ͡m˨ˀ˩ʔ
ăn cháo lá đa	ăn˧˧caw˨˦la˨˦da˧˧
ăn cháo thí	ăn˧˧caw˨˦tʰi˨˦
ăn cháo đá bát	ăn˧˧caw˨˦da˨˦bat˦˥
ăn cháo đái bát	ăn˧˧caw˨˦daj˨˦bat˦˥
ăn cháo để gạo cho vay	ăn˧˧caw˨˦de˧˩˨ɣaw˨ˀ˩ʔcɔ˧˧văj˧˧
ăn ché	ăn˧˧cɛ˨˦
ăn chó cả lông	ăn˧˧cɔ˨˦ka˧˩˨loŋ͡m˧˧
ăn chõm	ăn˧˧cɔm˧ˀ˥
ăn chùng	ăn˧˧cuŋ͡m˧˨
ăn chùng nói vụng	ăn˧˧cuŋ͡m˧˨nɔj˨˦vuŋ͡m˨ˀ˩ʔ
ăn chơi	ăn˧˧cɤj˧˧
ăn chưa no lo, chưa thấu	ăn˧˧cɯə˧˧nɔ˧˧lɔ˧˧cɯə˧˧tʰɤ̆w˨˦
ăn chưa no, lo chưa chín	ăn˧˧cɯə˧˧nɔ˧˧lɔ˧˧cɯə˧˧cin˨˦
ăn chưa no, lo chưa tới	ăn˧˧cɯə˧˧nɔ˧˧lɔ˧˧cɯə˧˧tɤj˨˦
ăn chưa no, lo chưa đến	ăn˧˧cɯə˧˧nɔ˧˧lɔ˧˧cɯə˧˧den˨˦
ăn chưa nên đọi, nói chưa nên lời	ăn˧˧cɯə˧˧nen˧˧dɔj˨ˀ˩ʔnɔj˨˦cɯə˧˧nen˧˧lɤj˧˨
ăn chưa sạch, bạch chưa thông	ăn˧˧cɯə˧˧sɛk˨ˀ˩bɛk˨ˀ˩cɯə˧˧tʰoŋ͡m˧˧
ăn chắc	ăn˧˧căk˦˥
ăn chắc mặc bền	ăn˧˧căk˦˥măk˨ˀ˩ben˧˨
ăn chắt để dành	ăn˧˧căt˦˥de˧˩˨zɛŋ˧˨
ăn chằng	ăn˧˧căŋ˧˨
ăn chẳng bén mùi	ăn˧˧căŋ˧˩˨bɛn˨˦muj˧˨
ăn chẳng bõ dính răng	ăn˧˧căŋ˧˩˨bɔ˧ˀ˥ziŋ˨˦zăŋ˧˧
ăn chẳng bõ nhả	ăn˧˧căŋ˧˩˨bɔ˧ˀ˥ɲa˧˩˨
ăn chẳng no, khó đến mình	ăn˧˧căŋ˧˩˨nɔ˧˧xɔ˨˦den˨˦miŋ˧˨
ăn chẳng nên đọi, nói chẳng nên lời	ăn˧˧căŋ˧˩˨nen˧˧dɔj˨ˀ˩ʔnɔj˨˦căŋ˧˩˨nen˧˧lɤj˧˨
ăn chặn	ăn˧˧căn˨ˀ˩ʔ
ăn chặn cả cơm chim	ăn˧˧căn˨ˀ˩ʔka˧˩˨kɤm˧˧cim˧˧
ăn chẹn	ăn˧˧cɛn˨ˀ˩ʔ
ăn chẹt	ăn˧˧cɛt˨ˀ˩
ăn chỉa	ăn˧˧ciə˧˩˨
ăn chịu	ăn˧˧ciw˨ˀ˩ʔ
ăn chọn nơi, chơi chọn bạn	ăn˧˧cɔn˨ˀ˩ʔnɤj˧˧cɤj˧˧cɔn˨ˀ˩ʔban˨ˀ˩ʔ
ăn chờ nằm chực	ăn˧˧cɤ˧˨năm˧˨cɯk˨ˀ˩
ăn chực	ăn˧˧cɯk˨ˀ˩
ăn chực nằm chờ	ăn˧˧cɯk˨ˀ˩năm˧˨cɤ˧˨
ăn chực đòi bánh chưng	ăn˧˧cɯk˨ˀ˩dɔj˧˨bɛŋ˨˦cɯŋ˧˧
ăn coi nồi, ngồi coi hướng	ăn˧˧kɔj˧˧noj˧˨ŋoj˧˨kɔj˧˧hɯəŋ˨˦
ăn cuộc	ăn˧˧kuək˨ˀ˩
ăn càn nói bậy	ăn˧˧kan˧˨nɔj˨˦bɤ̆j˨ˀ˩ʔ
ăn càn ở rỡ	ăn˧˧kan˧˨ɤ˧˩˨zɤ˧ˀ˥
ăn cá	ăn˧˧ka˨˦
ăn cá bỏ lờ	ăn˧˧ka˨˦bɔ˧˩˨lɤ˧˨
ăn cám	ăn˧˧kam˨˦
ăn cám sú	ăn˧˧kam˨˦su˨˦
ăn cám trả vàng	ăn˧˧kam˨˦ca˧˩˨vaŋ˧˨
ăn cánh	ăn˧˧kɛŋ˨˦
ăn cáy bưng tai	ăn˧˧kăj˨˦bɯŋ˧˧taj˧˧
ăn câu	ăn˧˧kɤ̆w˧˧
ăn cây nào rào cây ấy	ăn˧˧kɤ̆j˧˧naw˧˨zaw˧˨kɤ̆j˧˧ɤ̆j˨˦
ăn có	ăn˧˧kɔ˨˦
ăn có chỗ, đỗ có nơi	ăn˧˧kɔ˨˦co˧ˀ˥do˧ˀ˥kɔ˨˦nɤj˧˧
ăn có chừng, chơi có độ	ăn˧˧kɔ˨˦cɯŋ˧˨cɤj˧˧kɔ˨˦do˨ˀ˩ʔ
ăn có mời, làm có khiến	ăn˧˧kɔ˨˦mɤj˧˨lam˧˨kɔ˨˦xiən˨˦
ăn có nhai, nói có nghĩ	ăn˧˧kɔ˨˦ɲaj˧˧nɔj˨˦kɔ˨˦ŋi˧ˀ˥
ăn có nơi, chơi có chốn	ăn˧˧kɔ˨˦nɤj˧˧cɤj˧˧kɔ˨˦con˨˦
ăn có sở, ở có nơi	ăn˧˧kɔ˨˦sɤ˧˩˨ɤ˧˩˨kɔ˨˦nɤj˧˧
ăn cùng mâm, nằm cùng chiếu	ăn˧˧kuŋ͡m˧˨mɤ̆m˧˧năm˧˨kuŋ͡m˧˨ciəw˨˦
ăn cùng nồi, ngồi cùng chiếu	ăn˧˧kuŋ͡m˧˨noj˧˨ŋoj˧˨kuŋ͡m˧˨ciəw˨˦
ăn cơm chúa, múa tối ngày	ăn˧˧kɤm˧˧cuə˨˦muə˨˦toj˨˦ŋăj˧˨
ăn cơm hớt	ăn˧˧kɤm˧˧hɤt˦˥
ăn cơm không biết trở đầu đũa	ăn˧˧kɤm˧˧xoŋ͡m˧˧biət˦˥cɤ˧˩˨dɤ̆w˧˨duə˧ˀ˥
ăn cơm mới, nói chuyện cũ	ăn˧˧kɤm˧˧mɤj˨˦nɔj˨˦cwiən˨ˀ˩ʔku˧ˀ˥
ăn cơm nguội, nằm nhà ngoài	ăn˧˧kɤm˧˧ŋuəj˨ˀ˩ʔnăm˧˨ɲa˧˨ŋwaj˧˨
ăn cơm nhà, thổi tù và hàng tổng	ăn˧˧kɤm˧˧ɲa˧˨tʰoj˧˩˨tu˧˨va˧˨haŋ˧˨toŋ͡m˧˩˨
ăn cơm nhà, vác ngà voi	ăn˧˧kɤm˧˧ɲa˧˨vak˦˥ŋa˧˨vɔj˧˧
ăn cơm nhà, vác tù và hàng tỗng	ăn˧˧kɤm˧˧ɲa˧˨vak˦˥tu˧˨va˧˨haŋ˧˨toŋ͡m˧ˀ˥
ăn cơm thiên hạ	ăn˧˧kɤm˧˧tʰiən˧˧ha˨ˀ˩ʔ
ăn cơm thừa canh cặn	ăn˧˧kɤm˧˧tʰɯə˧˨kɛŋ˧˧kăn˨ˀ˩ʔ
ăn cơm với cáy thì ngáy o o, ăn cơm với thịt bò thì lo ngay ngáy	ăn˧˧kɤm˧˧vɤj˨˦kăj˨˦tʰi˧˨ŋăj˨˦ɔ˧˧ɔ˧˧ăn˧˧kɤm˧˧vɤj˨˦tʰit˨ˀ˩bɔ˧˨tʰi˧˨lɔ˧˧ŋăj˧˧ŋăj˨˦
ăn cưới	ăn˧˧kɯəj˨˦
ăn cưới chẳng tày lại mặt	ăn˧˧kɯəj˨˦căŋ˧˩˨tăj˧˨laj˨ˀ˩ʔmăt˨ˀ˩
ăn cướp	ăn˧˧kɯəp˦˥
ăn cướp cơm chim	ăn˧˧kɯəp˦˥kɤm˧˧cim˧˧
ăn cạnh nằm kề	ăn˧˧kɛŋ˨ˀ˩ʔnăm˧˨ke˧˨
ăn cần ở kiệm	ăn˧˧kɤ̆n˧˨ɤ˧˩˨kiəm˨ˀ˩ʔ
ăn cận ngồi kề	ăn˧˧kɤ̆n˨ˀ˩ʔŋoj˧˨ke˧˨
ăn cận nằm kề	ăn˧˧kɤ̆n˨ˀ˩ʔnăm˧˨ke˧˨
ăn cắp	ăn˧˧kăp˦˥
ăn cắp giật	ăn˧˧kăp˦˥zɤ̆t˨ˀ˩
ăn cắp như ranh	ăn˧˧kăp˦˥ɲɯ˧˧zɛŋ˧˧
ăn cắp ăn nảy	ăn˧˧kăp˦˥ăn˧˧năj˧˩˨
ăn cọ	ăn˧˧kɔ˨ˀ˩ʔ
ăn cỏ	ăn˧˧kɔ˧˩˨
ăn cổ đi trước, lội nước đi sau	ăn˧˧ko˧˩˨di˧˧cɯək˦˥loj˨ˀ˩ʔnɯək˦˥di˧˧săw˧˧
ăn cỗ	ăn˧˧ko˧ˀ˥
ăn cỗ có phần	ăn˧˧ko˧ˀ˥kɔ˨˦fɤ̆n˧˨
ăn cỗ nắm phần	ăn˧˧ko˧ˀ˥năm˨˦fɤ̆n˧˨
ăn cỗ đi trước, lội nước theo sau	ăn˧˧ko˧ˀ˥di˧˧cɯək˦˥loj˨ˀ˩ʔnɯək˦˥tʰeo˧˧săw˧˧
ăn cụng	ăn˧˧kuŋ͡m˨ˀ˩ʔ
ăn của ngon, mặc của tốt	ăn˧˧kuə˧˩˨ŋɔn˧˧măk˨ˀ˩kuə˧˩˨tot˦˥
ăn cứt không biết thối	ăn˧˧kɯt˦˥xoŋ͡m˧˧biət˦˥tʰoj˨˦
ăn da	ăn˧˧za˧˧
ăn diện	ăn˧˧ziən˨ˀ˩ʔ
ăn dè	ăn˧˧zɛ˧˨
ăn dõi	ăn˧˧zɔj˧ˀ˥
ăn dưa chừa rau	ăn˧˧zɯə˧˧cɯə˧˨zăw˧˧
ăn dưng ngồi rồi	ăn˧˧zɯŋ˧˧ŋoj˧˨zoj˧˨
ăn dưng ở nể	ăn˧˧zɯŋ˧˧ɤ˧˩˨ne˧˩˨
ăn dầm	ăn˧˧zɤ̆m˧˨
ăn dầm nằm dề	ăn˧˧zɤ̆m˧˨năm˧˨ze˧˨
ăn dối	ăn˧˧zoj˨˦
ăn dối làm thật	ăn˧˧zoj˨˦lam˧˨tʰɤ̆t˨ˀ˩
ăn dỗ	ăn˧˧zo˧ˀ˥
ăn dỗ mồi	ăn˧˧zo˧ˀ˥moj˧˨
ăn dỗ ăn dành	ăn˧˧zo˧ˀ˥ăn˧˧zɛŋ˧˨
ăn dở	ăn˧˧zɤ˧˩˨
ăn gan uống máu	ăn˧˧ɣan˧˧uəŋ˨˦măw˨˦
ăn ghé	ăn˧˧ɣɛ˨˦
ăn ghém	ăn˧˧ɣɛm˨˦
ăn ghẹ	ăn˧˧ɣɛ˨ˀ˩ʔ
ăn gian	ăn˧˧zan˧˧
ăn gian nói dối	ăn˧˧zan˧˧nɔj˨˦zoj˨˦
ăn gio bọ trấu	ăn˧˧zɔ˧˧bɔ˨ˀ˩ʔcɤ̆w˨˦
ăn già	ăn˧˧za˧˨
ăn già ăn non	ăn˧˧za˧˨ăn˧˧nɔn˧˧
ăn giá	ăn˧˧za˨˦
ăn gió nằm mưa	ăn˧˧zɔ˨˦năm˧˨mɯə˧˧
ăn gió nằm sương	ăn˧˧zɔ˨˦năm˧˨sɯəŋ˧˧
ăn giơ	ăn˧˧zɤ˧˧
ăn giả bữa	ăn˧˧za˧˩˨bɯə˧ˀ˥
ăn giả làm thật	ăn˧˧za˧˩˨lam˧˨tʰɤ̆t˨ˀ˩
ăn giải	ăn˧˧zaj˧˩˨
ăn giấy bỏ bìa	ăn˧˧zɤ̆j˨˦bɔ˧˩˨biə˧˨
ăn giập miếng trầu	ăn˧˧zɤ̆p˨ˀ˩miəŋ˨˦cɤ̆w˧˨
ăn giỗ	ăn˧˧zo˧ˀ˥
ăn giỗ ăn chạp	ăn˧˧zo˧ˀ˥ăn˧˧cap˨ˀ˩
ăn gạo luộc	ăn˧˧ɣaw˨ˀ˩ʔluək˨ˀ˩
ăn gẫu	ăn˧˧ɣɤ̆w˧ˀ˥
ăn gọ	ăn˧˧ɣɔ˨ˀ˩ʔ
ăn gỏi	ăn˧˧ɣɔj˧˩˨
ăn gỗ	ăn˧˧ɣo˧ˀ˥
ăn gởi nằm nhờ	ăn˧˧ɣɤj˧˩˨năm˧˨ɲɤ˧˨
ăn gửi nằm chờ	ăn˧˧ɣɯj˧˩˨năm˧˨cɤ˧˨
ăn gửi nằm nhờ	ăn˧˧ɣɯj˧˩˨năm˧˨ɲɤ˧˨
ăn hiếp	ăn˧˧hiəp˦˥
ăn hiếp ăn đáp	ăn˧˧hiəp˦˥ăn˧˧dap˦˥
ăn hiền ở lành	ăn˧˧hiən˧˨ɤ˧˩˨lɛŋ˧˨
ăn hiệu	ăn˧˧hiəw˨ˀ˩ʔ
ăn hoang mặc hại	ăn˧˧hwaŋ˧˧măk˨ˀ˩haj˨ˀ˩ʔ
ăn hoang phá hoại	ăn˧˧hwaŋ˧˧fa˨˦hwaj˨ˀ˩ʔ
ăn hàng	ăn˧˧haŋ˧˨
ăn hơn nói kém	ăn˧˧hɤn˧˧nɔj˨˦kɛm˨˦
ăn hương hoả	ăn˧˧hɯəŋ˧˧hwa˧˩˨
ăn hương ăn hoa	ăn˧˧hɯəŋ˧˧ăn˧˧hwa˧˧
ăn hại	ăn˧˧haj˨ˀ˩ʔ
ăn hại đái nát	ăn˧˧haj˨ˀ˩ʔdaj˨˦nat˦˥
ăn học	ăn˧˧hɔk͡p˨ˀ˩
ăn hỏi	ăn˧˧hɔj˧˩˨
ăn hối lộ	ăn˧˧hoj˨˦lo˨ˀ˩ʔ
ăn hớt	ăn˧˧hɤt˦˥
ăn khan	ăn˧˧xan˧˧
ăn khao	ăn˧˧xaw˧˧
ăn khem	ăn˧˧xɛm˧˧
ăn khách	ăn˧˧xɛk˦˥
ăn khín	ăn˧˧xin˨˦
ăn không	ăn˧˧xoŋ͡m˧˧
ăn không ngồi rồi	ăn˧˧xoŋ͡m˧˧ŋoj˧˨zoj˧˨
ăn không nên đọi, nói không nên lời	ăn˧˧xoŋ͡m˧˧nen˧˧dɔj˨ˀ˩ʔnɔj˨˦xoŋ͡m˧˧nen˧˧lɤj˧˨
ăn không nói có	ăn˧˧xoŋ͡m˧˧nɔj˨˦kɔ˨˦
ăn không ăn hỏng	ăn˧˧xoŋ͡m˧˧ăn˧˧hɔŋ͡m˧˩˨
ăn khảnh	ăn˧˧xɛŋ˧˩˨
ăn khớp	ăn˧˧xɤp˦˥
ăn kiêng	ăn˧˧kiəŋ˧˧
ăn kiêng nằm cữ	ăn˧˧kiəŋ˧˧năm˧˨kɯ˧ˀ˥
ăn kiêng ăn khem	ăn˧˧kiəŋ˧˧ăn˧˧xɛm˧˧
ăn ké	ăn˧˧kɛ˨˦
ăn ké ở đậu	ăn˧˧kɛ˨˦ɤ˧˩˨dɤ̆w˨ˀ˩ʔ
ăn kĩ làm dối	ăn˧˧ki˧ˀ˥lam˧˨zoj˨˦
ăn kẹ	ăn˧˧kɛ˨ˀ˩ʔ
ăn kết	ăn˧˧ket˦˥
ăn lan	ăn˧˧lan˧˧
ăn liền	ăn˧˧liən˧˨
ăn liều tiêu càn	ăn˧˧liəw˧˨tiəw˧˧kan˧˨
ăn làm	ăn˧˧lam˧˨
ăn lá	ăn˧˧la˨˦
